eventid,iyear,imonth,iday,provstate,city,attacktype1,attacktype1_txt,targtype1,targtype1_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,weaptype1,weaptype1_txt
2.01E+11,2008,8,20,Nagaland,Dimapur,2,Armed Assault,14,Private Citizens & Property,National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),,,,,,5,Firearms
2.01E+11,2008,8,21,Bihar,Gaya,2,Armed Assault,3,Police,Communist Party of India - Maoist (CPI-Maoist),,,,,,5,Firearms
2.01E+11,2008,8,22,Bihar,Jehanabad,2,Armed Assault,14,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),,,,,,5,Firearms
2.01E+11,2008,8,23,Assam,Udalguri,6,Hostage Taking (Kidnapping),1,Business,Unknown,,,,,,13,Unknown
2.01E+11,2008,8,23,Manipur,Imphal,3,Bombing/Explosion,2,Government (General),Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.01E+11,2008,8,23,Orissa,Kandhamal,2,Armed Assault,15,Religious Figures/Institutions,Communist Party of India - Maoist (CPI-Maoist),,,,,,5,Firearms
2.01E+11,2008,8,24,Manipur,Thoubal,3,Bombing/Explosion,2,Government (General),Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.01E+11,2008,8,25,Bihar,Gaya,6,Hostage Taking (Kidnapping),3,Police,Communist Party of India - Maoist (CPI-Maoist),,,,,,5,Firearms
2.01E+11,2008,8,25,Assam,Udalguri,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,Unknown,,,,,,13,Unknown
2.01E+11,2008,8,27,Nagaland,,2,Armed Assault,17,Terrorists/Non-State Militia,National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),,,,,,5,Firearms
2.01E+11,2008,8,27,Jammu and Kashmir,Jammu,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,Lashkar-e-Taiba (LeT),,,,,,5,Firearms
2.01E+11,2008,8,28,Manipur,Imphal,3,Bombing/Explosion,2,Government (General),Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.01E+11,2008,8,29,Chhattisgarh,Narayanpur,3,Bombing/Explosion,3,Police,Communist Party of India - Maoist (CPI-Maoist),,,,,,6,Explosives/Bombs/Dynamite
2.01E+11,2008,9,1,Manipur,Imphal,3,Bombing/Explosion,2,Government (General),People's Revolutionary Party of Kangleipak (PREPAK),,,,,,6,Explosives/Bombs/Dynamite
2.01E+11,2008,9,1,Manipur,Imphal,3,Bombing/Explosion,2,Government (General),People's Revolutionary Party of Kangleipak (PREPAK),,,,,,6,Explosives/Bombs/Dynamite
2.01E+11,2008,9,4,Manipur,Imphal,3,Bombing/Explosion,1,Business,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.01E+11,2008,9,6,Manipur,Imphal,3,Bombing/Explosion,14,Private Citizens & Property,People's Revolutionary Party of Kangleipak (PREPAK),,,,,,6,Explosives/Bombs/Dynamite
2.01E+11,2008,9,9,Jammu and Kashmir,Doda,2,Armed Assault,14,Private Citizens & Property,Hizbul Mujahideen (HM),,,,,,5,Firearms
2.01E+11,2008,9,11,Jammu and Kashmir,Doda,2,Armed Assault,14,Private Citizens & Property,Unknown,,,,,,5,Firearms
2.01E+11,2008,9,11,Manipur,Imphal,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.01E+11,2008,9,11,Manipur,Imphal,2,Armed Assault,2,Government (General),Unknown,,,,,,5,Firearms
2.01E+11,2008,9,12,Bihar,Vaishali,2,Armed Assault,14,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),,,,,,5,Firearms
2.01E+11,2008,9,13,Delhi,New Delhi,3,Bombing/Explosion,14,Private Citizens & Property,Indian Mujahideen,,Students Islamic Movement of India (SIMI),,Lashkar-e-Taiba (LeT),,6,Explosives/Bombs/Dynamite
2.01E+11,2008,9,13,Delhi,New Delhi,3,Bombing/Explosion,1,Business,Indian Mujahideen,,Students Islamic Movement of India (SIMI),,Lashkar-e-Taiba (LeT),,6,Explosives/Bombs/Dynamite
2.01E+11,2008,9,13,Delhi,New Delhi,3,Bombing/Explosion,14,Private Citizens & Property,Indian Mujahideen,,Students Islamic Movement of India (SIMI),,Lashkar-e-Taiba (LeT),,6,Explosives/Bombs/Dynamite
2.01E+11,2008,9,13,Delhi,New Delhi,3,Bombing/Explosion,14,Private Citizens & Property,Indian Mujahideen,,Students Islamic Movement of India (SIMI),,Lashkar-e-Taiba (LeT),,6,Explosives/Bombs/Dynamite
