source,target,CountOfattacktype1_txt
Senapati,Hostage Taking (Kidnapping),1
Senapati district,Assassination,1
Senapati district,Bombing/Explosion,1
Senapati district,Hostage Taking (Kidnapping),3
Seraikela Kharsawan,Armed Assault,4
Seraikela Kharsawan,Bombing/Explosion,1
Seraikela Kharsawan,Hostage Taking (Kidnapping),1
Seraikela Kharsawan district,Bombing/Explosion,1
Seraikela-Kharsawan district,Armed Assault,1
Sesaput,Armed Assault,1
Sesela,Hostage Taking (Kidnapping),1
Shamli district,Armed Assault,1
Shanti Nagar,Bombing/Explosion,1
Shantipur Ultapani,Armed Assault,1
Sheohar,Facility/Infrastructure Attack,5
Sheohar,Hostage Taking (Kidnapping),1
Shikaripara,Armed Assault,1
Shillong,Armed Assault,2
Shillong,Bombing/Explosion,2
Shillong,Facility/Infrastructure Attack,3
Shilong,Armed Assault,1
Shopian,Armed Assault,4
Shopian,Assassination,1
Shopian,Bombing/Explosion,1
Shopian district,Armed Assault,3
Shopian district,Bombing/Explosion,2
Shubdani-Newa,Armed Assault,1
Sibbari,Armed Assault,1
Sibida,Hostage Taking (Kidnapping),1
Sibsagar,Bombing/Explosion,3
Sidpahari,Armed Assault,1
Signu,Bombing/Explosion,1
Siju,Bombing/Explosion,1
Sikaripara,Bombing/Explosion,1
Sikarpie,Armed Assault,1
Sikbari,Armed Assault,1
Siladon,Facility/Infrastructure Attack,1
Silakota,Hostage Taking (Kidnapping),2
Silda Bududih,Hostage Taking (Kidnapping),1
Siliguri district,Unarmed Assault,1
Silphori village,Hostage Taking (Kidnapping),1
Simaluguri,Hijacking,1
Simdega,Armed Assault,4
Simdega,Bombing/Explosion,1
Simdega,Facility/Infrastructure Attack,1
Simdega,Hostage Taking (Kidnapping),2
Simdega district,Armed Assault,2
Simdega district,Hostage Taking (Kidnapping),1
Sinapali,Armed Assault,1
Singjamei,Bombing/Explosion,1
Singjamei Naorem leikai,Bombing/Explosion,1
Siriguda,Assassination,1
Sirpur,Armed Assault,1
Sita,Bombing/Explosion,1
Sita Hill,Armed Assault,1
Sita Khunjao,Armed Assault,1
Sitamarhi,Armed Assault,2
Sitamarhi,Facility/Infrastructure Attack,1
Sivasagar,Armed Assault,1
Sivasagar,Bombing/Explosion,1
Somrei,Hostage Taking (Kidnapping),1
Somwarpet,Armed Assault,1
Sonari,Bombing/Explosion,3
Sonarpur,Bombing/Explosion,1
Sonebhadra,Bombing/Explosion,1
Sonebhadra,Hostage Taking (Barricade Incident),1
Soni,Bombing/Explosion,1
Sonitpor,Armed Assault,4
Sonitpor,Hostage Taking (Kidnapping),1
Sonitpur district,Armed Assault,3
Sonitpur district,Hostage Taking (Kidnapping),1
Sonitpur district,Unarmed Assault,4
Sonua,Armed Assault,1
Sopor,Armed Assault,2
Sopore,Armed Assault,11
Sopore,Assassination,2
Sopore,Bombing/Explosion,16
Sopore,Hostage Taking (Kidnapping),2
Soura,Bombing/Explosion,1
South 24 Parganas district,Armed Assault,1
South Garo Hills,Armed Assault,3
South Garo Hills,Hostage Taking (Kidnapping),1
South Garo Hills district,Armed Assault,1
South Garo Hills district,Hostage Taking (Kidnapping),1
South Tripura,Hostage Taking (Kidnapping),1
Srinagar,Armed Assault,17
Srinagar,Assassination,3
Srinagar,Bombing/Explosion,14
Srinagar,Facility/Infrastructure Attack,3
Srinigar,Armed Assault,3
Srinigar,Assassination,1
Srinigar,Bombing/Explosion,1
Srinnagar,Bombing/Explosion,2
Srirampur,Bombing/Explosion,2
Suangphuh,Armed Assault,1
Sudikona,Armed Assault,1
Sugnu,Bombing/Explosion,1
Sukki,Hostage Taking (Kidnapping),1
Sukma,Armed Assault,2
Sukma,Bombing/Explosion,3
Sukma,Facility/Infrastructure Attack,1
Sukma,Hostage Taking (Kidnapping),1
Sukma district,Armed Assault,8
Sukma district,Bombing/Explosion,4
Sukma district,Facility/Infrastructure Attack,1
Sukma district,Hostage Taking (Kidnapping),2
Sulangi,Hostage Taking (Kidnapping),1
Sumandi,Hostage Taking (Kidnapping),1
Sunabeda,Armed Assault,1
Sunabeda,Facility/Infrastructure Attack,1
Sundargarh,Armed Assault,3
Sundargarh,Bombing/Explosion,10
Sundargarh,Facility/Infrastructure Attack,1
Sundargarh,Hostage Taking (Kidnapping),6
Sundargarh district,Facility/Infrastructure Attack,1
Sundarpur,Bombing/Explosion,1
Sunkadamakki,Facility/Infrastructure Attack,1
Sunki,Assassination,1
Sunki,Bombing/Explosion,1
Supalu,Hostage Taking (Kidnapping),1
Surankot,Bombing/Explosion,1
Surguja,Facility/Infrastructure Attack,1
Swangre,Armed Assault,1
T Minou,Bombing/Explosion,1
T. Minou,Bombing/Explosion,1
Tadubi,Assassination,1
Taikhang,Armed Assault,1
Tailyadeeh Mor,Bombing/Explosion,1
Tambda,Armed Assault,1
Tamenglong,Armed Assault,1
Tamenglong,Bombing/Explosion,1
Tamenglong,Facility/Infrastructure Attack,1
Tamenglong,Hostage Taking (Kidnapping),1
Tamenglong district,Armed Assault,1
Tamenglong district,Facility/Infrastructure Attack,1
Tamil Nadu,Bombing/Explosion,1
Tamulpur,Bombing/Explosion,1
Tanda,Armed Assault,1
Tandwa,Armed Assault,1
Tangdhar,Armed Assault,1
Tangdhar,Bombing/Explosion,1
Tanginiguda,Bombing/Explosion,1
Tangmarg,Armed Assault,1
Tankuapada,Hostage Taking (Kidnapping),1
Taper,Bombing/Explosion,1
Tarkundi,Bombing/Explosion,2
Tarkura,Armed Assault,1
Tarzoo Sopore,Hostage Taking (Kidnapping),1
Tebronggre,Bombing/Explosion,1
Tebronggre,Hostage Taking (Kidnapping),1
Tekda Motla,Armed Assault,1
Telibagh,Bombing/Explosion,1
Tellapur,Bombing/Explosion,2
Temelwada,Armed Assault,2
Tengakhat,Bombing/Explosion,1
Teregaon,Armed Assault,1
Thamnapokpi,Bombing/Explosion,2
Thangal Bazar,Bombing/Explosion,1
Thangmeiband,Bombing/Explosion,2
Thanjavur,Facility/Infrastructure Attack,1
Thawaitangkhul,Armed Assault,1
Theni,Bombing/Explosion,1
Thethaitangar,Armed Assault,1
Thingou,Armed Assault,1
Thingtupung,Hostage Taking (Kidnapping),1
Thiruparankundram,Bombing/Explosion,1
Thiruvananthapuram,Armed Assault,1
Thiruvananthapuram,Bombing/Explosion,1
Thondamuthur,Armed Assault,1
Thongju Part II,Bombing/Explosion,1
Thoubal,Armed Assault,1
Thoubal,Assassination,2
Thoubal,Bombing/Explosion,15
Thoubal district,Bombing/Explosion,5
Thouda Bhabok leikai,Bombing/Explosion,1
Thudiyalur,Facility/Infrastructure Attack,1
Tikanpal,Hostage Taking (Kidnapping),1
Tiken Batpora,Assassination,1
Tikler,Bombing/Explosion,1
Tilapara-Bakenang,Hostage Taking (Kidnapping),1
Timmalwada,Armed Assault,1
Timmapur,Bombing/Explosion,1
Tinsukia,Armed Assault,1
Tinsukia,Bombing/Explosion,2
Tinsukia,Hostage Taking (Kidnapping),2
Tippapuram,Hostage Taking (Kidnapping),1
Tirap district,Hostage Taking (Kidnapping),1
Tiruchirappalli,Bombing/Explosion,1
Tiruvallur district,Bombing/Explosion,1
Tiruvannamalai,Facility/Infrastructure Attack,1
Tiskopi,Bombing/Explosion,1
Todgatta,Assassination,1
Todka,Armed Assault,1
Topchanchi,Armed Assault,1
Topchanchi,Bombing/Explosion,1
Torbung,Bombing/Explosion,1
Tousem,Bombing/Explosion,1
Tral,Armed Assault,4
Tral,Assassination,4
Tral,Bombing/Explosion,4
Tral,Unarmed Assault,1
Tronglaobi,Bombing/Explosion,1
Tsunami Nagar,Bombing/Explosion,1
Tuieo,Bombing/Explosion,1
Tuisenphai,Hostage Taking (Kidnapping),1
Tummala,Hostage Taking (Kidnapping),1
Tumnoupokpi,Hostage Taking (Kidnapping),1
Tupul,Armed Assault,1
Tura,Bombing/Explosion,3
Tura,Hostage Taking (Kidnapping),1
Turekela,Facility/Infrastructure Attack,1
Udalguri,Armed Assault,3
Udalguri,Bombing/Explosion,4
Udalguri,Hostage Taking (Kidnapping),1
Udalguri district,Bombing/Explosion,1
Udaygiri,Hostage Taking (Kidnapping),1
Ukhrul,Armed Assault,1
Ukhrul,Assassination,1
Ukhrul,Bombing/Explosion,9
Ukhrul,Facility/Infrastructure Attack,1
Ukhrul,Hostage Taking (Kidnapping),2
Ukhrul district,Armed Assault,1
Ukhrul district,Bombing/Explosion,2
Ultapani,Armed Assault,1
Umaria,Bombing/Explosion,1
Umrangso,Bombing/Explosion,1
Umrangso,Hostage Taking (Kidnapping),1
Umsning,Facility/Infrastructure Attack,1
Unchdih,Hostage Taking (Kidnapping),1
Urahiloga,Unarmed Assault,1
Uri,Armed Assault,1
Uriamghat,Armed Assault,1
Uripok,Bombing/Explosion,1
Usoor,Bombing/Explosion,1
Usri,Hostage Taking (Kidnapping),1
Usuruia,Facility/Infrastructure Attack,1
Uthangudi,Bombing/Explosion,1
Vairagadh,Facility/Infrastructure Attack,1
Vaishali,Facility/Infrastructure Attack,1
Valajangi,Facility/Infrastructure Attack,1
Valakkad,Assassination,1
Varanasi,Bombing/Explosion,1
Vellamunda,Facility/Infrastructure Attack,1
Vellore,Armed Assault,1
Venkatapuram,Armed Assault,1
Villupuram,Bombing/Explosion,1
Virajpet,Assassination,1
Visakhapatnam,Armed Assault,1
Visakhapatnam,Assassination,1
Visakhapatnam,Facility/Infrastructure Attack,6
Visakhapatnam,Hostage Taking (Kidnapping),1
Visakhapatnam,Unarmed Assault,1
Vishakhapatnam,Armed Assault,3
Vishakhapatnam,Bombing/Explosion,2
Vishakhapatnam,Hostage Taking (Kidnapping),1
Vishakhapatnam district,Hostage Taking (Kidnapping),1
Vishnugarh,Armed Assault,1
Vishroo,Assassination,1
Viswema,Hostage Taking (Kidnapping),1
Vitiya,Bombing/Explosion,2
Vyara,Assassination,1
Wabgai leirak,Bombing/Explosion,1
Wadoora,Armed Assault,1
Wageasi,Armed Assault,2
Wageasi,Facility/Infrastructure Attack,1
Wageasi,Hostage Taking (Kidnapping),1
Wangbal,Bombing/Explosion,2
Wangjing,Bombing/Explosion,3
Wangkhem,Bombing/Explosion,1
Wangoi,Bombing/Explosion,3
Wanpoh,Assassination,1
Warangal,Armed Assault,3
Warangal,Facility/Infrastructure Attack,1
Warangal,Hostage Taking (Kidnapping),1
Watargam,Bombing/Explosion,1
Watregittim,Bombing/Explosion,1
Wazirganj,Facility/Infrastructure Attack,1
West Chamaparan,Unarmed Assault,1
West Garo Hills,Bombing/Explosion,1
West Garo Hills,Hostage Taking (Kidnapping),3
West Garo Hills district,Armed Assault,1
West Garo Hills district,Bombing/Explosion,1
West Garo Hills district,Hostage Taking (Kidnapping),4
West Kameng,Hostage Taking (Kidnapping),1
West Mamoroni,Bombing/Explosion,1
West Medinipur district,Armed Assault,1
West Phaileng,Hostage Taking (Kidnapping),1
West Singhbhum,Armed Assault,4
West Singhbhum,Assassination,1
West Singhbhum,Bombing/Explosion,3
West Singhbhum,Facility/Infrastructure Attack,1
West Singhbhum,Hostage Taking (Kidnapping),1
West Singhbhum district,Bombing/Explosion,6
West Singhbhum district,Hostage Taking (Kidnapping),1
William Nagar,Bombing/Explosion,1
Williamnagar,Armed Assault,4
Williamnagar,Bombing/Explosion,3
Williamnagar,Facility/Infrastructure Attack,1
Wokha,Bombing/Explosion,2
Yairipok,Bombing/Explosion,4
Yairipok,Facility/Infrastructure Attack,1
Yaripora Kulgam,Armed Assault,1
Yelamanda,Bombing/Explosion,1
Yelchil,Bombing/Explosion,1
